Size,toolchain,instrumentation,nodes,cores,benchmark,grand_mean_avg,se_avg,median_p50,mean_p90,worst_p90,mean_p99,worst_p99
1.0,gompi2024a,OFF,4,96,collective-osu_neighbor_allgather,0.8033333333333333,0.003333333333333336,0.79,0.83,0.83,1.1833333333333333,1.26
1.0,gompi2024a,OFF,4,96,collective-osu_neighbor_allgatherv,0.81,0.0,0.79,0.8366666666666666,0.84,1.1966666666666665,1.22
1.0,gompi2024a,OFF,4,96,collective-osu_neighbor_alltoall,0.8133333333333334,0.0033333333333332997,0.79,0.8433333333333333,0.85,1.2466666666666668,1.26
1.0,gompi2024a,OFF,4,96,collective-osu_neighbor_alltoallv,0.8233333333333333,0.003333333333333336,0.8,0.8533333333333334,0.86,1.23,1.32
1.0,gompi2024a,OFF,4,96,collective-osu_neighbor_alltoallw,0.93,0.09999999999999998,0.81,0.8533333333333334,0.86,1.2266666666666666,1.23
1.0,gompi2024a,OFF,4,96,collective-osu_scatter,1.83,0.03055050463303896,1.79,1.96,2.0,2.5399999999999996,2.65
1.0,gompi2024a,OFF,4,96,collective-osu_scatter_persistent,15.160000000000002,0.602854321816916,14.45,14.973333333333334,15.24,17.07,17.51
1.0,gompi2024a,OFF,4,96,collective-osu_scatterv,8.913333333333334,0.03929942040850547,8.78,9.323333333333332,9.38,11.520000000000001,11.65
1.0,gompi2024a,OFF,4,96,collective-osu_scatterv_persistent,14.24,0.347754702819866,14.0,14.56,15.22,16.596666666666668,17.34
1.0,gompi2024a,ON,1,4,collective-osu_allgather,1.2266666666666666,0.008819171036881977,1.17,1.23,1.24,3.016666666666667,3.15
1.0,gompi2024a,ON,1,4,collective-osu_allgather_persistent,1.9466666666666665,0.008819171036881977,1.83,1.96,1.98,4.27,4.43
1.0,gompi2024a,ON,1,4,collective-osu_allgatherv,2.0966666666666667,0.012018504251546663,2.03,2.1666666666666665,2.21,3.8633333333333333,3.93
1.0,gompi2024a,ON,1,4,collective-osu_allgatherv_persistent,1.9366666666666665,0.0033333333333333366,1.85,1.9333333333333333,1.94,4.413333333333333,4.67
1.0,gompi2024a,ON,1,4,collective-osu_alltoall,1.2433333333333334,0.006666666666666672,1.21,1.2766666666666666,1.28,3.0233333333333334,3.12
1.0,gompi2024a,ON,1,4,collective-osu_alltoall_persistent,1.8266666666666669,0.0033333333333333366,1.73,1.8333333333333333,1.86,3.7933333333333334,3.93
1.0,gompi2024a,ON,1,4,collective-osu_alltoallv,1.4466666666666665,0.006666666666666672,1.41,1.4866666666666666,1.49,3.206666666666667,3.31
1.0,gompi2024a,ON,1,4,collective-osu_alltoallv_persistent,1.7633333333333334,0.006666666666666672,1.73,1.8099999999999998,1.83,2.716666666666667,2.83
1.0,gompi2024a,ON,1,4,collective-osu_alltoallw,1.47,0.0,1.43,1.5166666666666666,1.52,3.143333333333333,3.16
1.0,gompi2024a,ON,1,4,collective-osu_alltoallw_persistent,1.8066666666666666,0.012018504251546642,1.72,1.82,1.84,3.69,3.72
1.0,gompi2024a,ON,1,4,collective-osu_bcast,0.7333333333333334,0.006666666666666672,0.69,0.7333333333333334,0.74,2.2399999999999998,2.28
1.0,gompi2024a,ON,1,4,collective-osu_bcast_persistent,0.9066666666666667,0.003333333333333336,0.89,0.92,0.92,1.1566666666666665,1.29
1.0,gompi2024a,ON,1,4,collective-osu_gather,0.84,0.005773502691896263,0.81,0.8433333333333333,0.85,1.7833333333333332,2.05
1.0,gompi2024a,ON,1,4,collective-osu_gather_persistent,1.0233333333333334,0.0033333333333333366,0.96,1.0166666666666666,1.05,2.8433333333333337,2.92
1.0,gompi2024a,ON,1,4,collective-osu_gatherv,0.6733333333333333,0.006666666666666672,0.65,0.6900000000000001,0.72,1.88,1.92
1.0,gompi2024a,ON,1,4,collective-osu_gatherv_persistent,1.0266666666666666,0.0033333333333333366,0.97,1.0233333333333334,1.04,2.8833333333333333,2.98
1.0,gompi2024a,ON,1,4,collective-osu_neighbor_allgather,1.0666666666666667,0.02185812841434002,1.01,1.0933333333333335,1.17,2.796666666666667,2.83
1.0,gompi2024a,ON,1,4,collective-osu_neighbor_allgatherv,1.08,0.020816659994661348,1.04,1.0966666666666667,1.14,2.4633333333333334,2.72
1.0,gompi2024a,ON,1,4,collective-osu_neighbor_alltoall,1.0566666666666666,0.008819171036881977,1.02,1.07,1.1,2.736666666666667,2.75
1.0,gompi2024a,ON,1,4,collective-osu_neighbor_alltoallv,1.0766666666666669,0.006666666666666673,1.03,1.0933333333333335,1.12,2.243333333333333,2.59
1.0,gompi2024a,ON,1,4,collective-osu_neighbor_alltoallw,1.1066666666666667,0.008819171036881977,1.08,1.1333333333333333,1.15,2.1999999999999997,2.74
1.0,gompi2024a,ON,1,4,collective-osu_scatter,0.7766666666666667,0.008819171036881977,0.74,0.77,0.78,2.2066666666666666,2.33
1.0,gompi2024a,ON,1,4,collective-osu_scatter_persistent,0.96,0.0,0.91,0.9433333333333334,0.95,2.8366666666666664,2.87
1.0,gompi2024a,ON,1,4,collective-osu_scatterv,0.6900000000000001,0.01999999999999998,0.63,0.7033333333333333,0.73,2.12,2.23
1.0,gompi2024a,ON,1,4,collective-osu_scatterv_persistent,0.9533333333333333,0.003333333333333336,0.9,0.9333333333333332,0.94,2.7466666666666666,2.77
1.0,gompi2024a,ON,1,96,collective-osu_allgather,6.013333333333333,0.029059326290271047,5.67,6.966666666666666,6.98,11.950000000000001,13.5
1.0,gompi2024a,ON,1,96,collective-osu_allgather_persistent,65.61666666666666,0.4443097017971929,65.69,69.05666666666667,69.69,73.38666666666667,75.08
1.0,gompi2024a,ON,1,96,collective-osu_allgatherv,25.80333333333333,0.5134956453347752,25.97,29.12,29.78,33.26333333333333,34.54
1.0,gompi2024a,ON,1,96,collective-osu_allgatherv_persistent,43.72666666666667,0.3573202733931824,43.22,44.946666666666665,45.69,49.27333333333333,49.88
1.0,gompi2024a,ON,1,96,collective-osu_alltoall,22.44333333333333,0.029059326290270537,21.91,25.506666666666664,25.58,30.646666666666665,31.0
1.0,gompi2024a,ON,1,96,collective-osu_alltoall_persistent,66.75333333333333,0.20366093827186807,66.37,70.24,70.64,74.11333333333333,74.24
1.0,gompi2024a,ON,1,96,collective-osu_alltoallv,61.32666666666666,0.1013793755049706,60.48,65.76666666666667,65.87,72.77333333333333,73.23
1.0,gompi2024a,ON,1,96,collective-osu_alltoallv_persistent,65.96666666666665,0.15677301355073325,65.65,69.21666666666665,69.63,74.23666666666666,76.29
1.0,gompi2024a,ON,1,96,collective-osu_alltoallw,110.28333333333335,1.3223758080733978,110.0,118.71,120.92,126.12333333333333,128.85
1.0,gompi2024a,ON,1,96,collective-osu_alltoallw_persistent,65.35666666666667,0.3357743951590801,65.27,68.92,69.41,72.80666666666667,73.66
1.0,gompi2024a,ON,1,96,collective-osu_bcast,2.3866666666666667,0.02962731472438531,2.22,3.25,3.32,5.253333333333333,5.78
1.0,gompi2024a,ON,1,96,collective-osu_bcast_persistent,2.97,0.005773502691896263,2.78,3.66,3.69,4.866666666666666,5.09
1.0,gompi2024a,ON,1,96,collective-osu_gather,1.4533333333333331,0.006666666666666673,1.38,1.72,1.75,3.126666666666667,3.27
1.0,gompi2024a,ON,1,96,collective-osu_gather_persistent,10.88,0.2705549851693736,10.89,13.763333333333334,14.22,16.376666666666665,16.97
1.0,gompi2024a,ON,1,96,collective-osu_gatherv,9.88,0.4052571200279317,9.69,13.01,13.8,15.753333333333336,16.64
1.0,gompi2024a,ON,1,96,collective-osu_gatherv_persistent,11.36,0.2542308662089113,11.4,14.396666666666667,14.69,17.473333333333333,17.91
1.0,gompi2024a,ON,1,96,collective-osu_neighbor_allgather,1.5433333333333332,0.008819171036881977,1.43,1.8466666666666667,1.85,3.4,3.44
1.0,gompi2024a,ON,1,96,collective-osu_neighbor_allgatherv,1.5466666666666669,0.0033333333333333366,1.44,1.8833333333333335,1.92,3.3433333333333337,3.47
1.0,gompi2024a,ON,1,96,collective-osu_neighbor_alltoall,1.5466666666666669,0.0033333333333333366,1.46,1.87,1.9,3.42,3.47
1.0,gompi2024a,ON,1,96,collective-osu_neighbor_alltoallv,1.54,0.0,1.44,1.8733333333333333,1.89,3.1533333333333338,3.27
1.0,gompi2024a,ON,1,96,collective-osu_neighbor_alltoallw,1.5933333333333335,0.0033333333333333366,1.49,1.9366666666666665,1.96,2.966666666666667,3.36
1.0,gompi2024a,ON,1,96,collective-osu_scatter,2.8966666666666665,0.0033333333333332624,2.73,3.9133333333333336,3.93,5.3566666666666665,5.62
1.0,gompi2024a,ON,1,96,collective-osu_scatter_persistent,9.593333333333334,0.057831171909658176,9.45,10.409999999999998,10.51,12.833333333333334,13.29
1.0,gompi2024a,ON,1,96,collective-osu_scatterv,6.826666666666667,0.031797973380564955,6.65,8.063333333333333,8.26,9.893333333333333,9.96
1.0,gompi2024a,ON,1,96,collective-osu_scatterv_persistent,9.623333333333333,0.0775313556640866,9.5,10.443333333333333,10.57,12.676666666666668,12.79
1.0,gompi2024a,ON,4,4,collective-osu_allgather,3.0966666666666662,0.006666666666666673,3.04,3.1033333333333335,3.11,4.79,4.82
