Size,Avg Latency(us),P50 Tail Lat(us),P90 Tail Lat(us),P99 Tail Lat(us),toolchain,instrumentation,nodes,cores,benchmark
1048576,471.39,469.46,483.44,495.86,intel2024a,ON,4,64,collective-osu_allreduce
4,5.06,4.73,5.11,12.34,intel2024a,ON,4,64,collective-osu_allreduce
8,4.9,4.67,4.93,10.32,intel2024a,ON,4,64,collective-osu_allreduce
16,4.85,4.68,4.91,7.8,intel2024a,ON,4,64,collective-osu_allreduce
32,4.89,4.7,4.97,7.43,intel2024a,ON,4,64,collective-osu_allreduce
64,5.42,5.25,5.59,7.61,intel2024a,ON,4,64,collective-osu_allreduce
128,5.49,5.3,5.61,7.48,intel2024a,ON,4,64,collective-osu_allreduce
256,6.19,6.01,6.29,10.09,intel2024a,ON,4,64,collective-osu_allreduce
512,6.37,6.19,6.45,11.49,intel2024a,ON,4,64,collective-osu_allreduce
1024,7.45,7.04,8.22,13.06,intel2024a,ON,4,64,collective-osu_allreduce
2048,8.52,8.24,8.54,14.27,intel2024a,ON,4,64,collective-osu_allreduce
4096,12.0,11.14,12.15,28.59,intel2024a,ON,4,64,collective-osu_allreduce
8192,16.3,16.01,16.49,30.86,intel2024a,ON,4,64,collective-osu_allreduce
16384,37.26,41.22,49.32,57.17,intel2024a,ON,4,64,collective-osu_allreduce
32768,32.3,31.52,32.44,52.13,intel2024a,ON,4,64,collective-osu_allreduce
65536,42.73,42.16,43.78,49.14,intel2024a,ON,4,64,collective-osu_allreduce
131072,65.55,63.74,71.24,83.22,intel2024a,ON,4,64,collective-osu_allreduce
262144,105.55,102.59,110.64,128.38,intel2024a,ON,4,64,collective-osu_allreduce
524288,178.52,175.22,195.02,202.57,intel2024a,ON,4,64,collective-osu_allreduce
1048576,446.68,437.62,479.65,499.81,intel2024a,ON,4,64,collective-osu_allreduce
4,5.0,4.68,5.08,12.55,intel2024a,ON,4,64,collective-osu_allreduce
8,4.83,4.63,4.93,8.99,intel2024a,ON,4,64,collective-osu_allreduce
16,4.81,4.63,4.9,8.68,intel2024a,ON,4,64,collective-osu_allreduce
32,4.88,4.67,4.96,8.29,intel2024a,ON,4,64,collective-osu_allreduce
64,5.44,5.28,5.64,10.15,intel2024a,ON,4,64,collective-osu_allreduce
128,5.45,5.23,5.56,7.71,intel2024a,ON,4,64,collective-osu_allreduce
256,6.24,5.99,6.25,9.48,intel2024a,ON,4,64,collective-osu_allreduce
512,6.56,6.22,6.47,14.13,intel2024a,ON,4,64,collective-osu_allreduce
1024,7.41,7.06,8.06,12.67,intel2024a,ON,4,64,collective-osu_allreduce
2048,8.46,8.23,8.52,13.35,intel2024a,ON,4,64,collective-osu_allreduce
4096,11.98,11.1,12.16,18.63,intel2024a,ON,4,64,collective-osu_allreduce
8192,16.33,16.02,16.54,22.82,intel2024a,ON,4,64,collective-osu_allreduce
16384,37.56,42.12,50.13,58.24,intel2024a,ON,4,64,collective-osu_allreduce
32768,32.37,31.57,32.65,53.01,intel2024a,ON,4,64,collective-osu_allreduce
65536,43.12,42.45,43.7,63.69,intel2024a,ON,4,64,collective-osu_allreduce
131072,66.33,63.99,71.55,85.89,intel2024a,ON,4,64,collective-osu_allreduce
262144,105.3,103.2,115.09,126.35,intel2024a,ON,4,64,collective-osu_allreduce
524288,177.73,173.68,192.44,207.65,intel2024a,ON,4,64,collective-osu_allreduce
1048576,441.63,435.31,472.73,481.45,intel2024a,ON,4,64,collective-osu_allreduce
4,5.02,4.69,5.07,12.34,intel2024a,ON,4,64,collective-osu_allreduce
8,4.89,4.63,4.91,10.78,intel2024a,ON,4,64,collective-osu_allreduce
16,4.84,4.62,4.92,8.82,intel2024a,ON,4,64,collective-osu_allreduce
32,4.87,4.68,4.96,7.21,intel2024a,ON,4,64,collective-osu_allreduce
64,5.41,5.23,5.56,7.61,intel2024a,ON,4,64,collective-osu_allreduce
128,5.44,5.24,5.56,8.57,intel2024a,ON,4,64,collective-osu_allreduce
256,6.14,5.92,6.21,8.98,intel2024a,ON,4,64,collective-osu_allreduce
512,6.35,6.16,6.42,10.67,intel2024a,ON,4,64,collective-osu_allreduce
1024,7.41,6.99,8.11,12.91,intel2024a,ON,4,64,collective-osu_allreduce
2048,8.4,8.2,8.49,13.59,intel2024a,ON,4,64,collective-osu_allreduce
4096,11.69,11.07,12.07,17.25,intel2024a,ON,4,64,collective-osu_allreduce
8192,16.22,15.93,16.44,22.2,intel2024a,ON,4,64,collective-osu_allreduce
16384,37.47,37.42,51.05,65.04,intel2024a,ON,4,64,collective-osu_allreduce
32768,32.44,31.55,32.37,53.01,intel2024a,ON,4,64,collective-osu_allreduce
65536,43.32,42.15,43.98,66.56,intel2024a,ON,4,64,collective-osu_allreduce
131072,66.11,63.75,71.58,88.4,intel2024a,ON,4,64,collective-osu_allreduce
262144,105.36,103.18,111.88,126.92,intel2024a,ON,4,64,collective-osu_allreduce
524288,178.38,174.08,195.09,203.03,intel2024a,ON,4,64,collective-osu_allreduce
1048576,443.19,433.64,481.78,490.36,intel2024a,ON,4,64,collective-osu_allreduce
4,4.98,4.65,5.05,13.65,intel2024a,ON,4,64,collective-osu_allreduce
8,4.8,4.6,4.88,8.71,intel2024a,ON,4,64,collective-osu_allreduce
16,4.78,4.55,4.82,7.65,intel2024a,ON,4,64,collective-osu_allreduce
32,4.76,4.6,4.86,7.79,intel2024a,ON,4,64,collective-osu_allreduce
64,5.45,5.27,5.59,7.66,intel2024a,ON,4,64,collective-osu_allreduce
128,5.4,5.21,5.55,7.79,intel2024a,ON,4,64,collective-osu_allreduce
256,6.13,5.95,6.22,11.59,intel2024a,ON,4,64,collective-osu_allreduce
