Size,toolchain,instrumentation,nodes,cores,benchmark,grand_mean_avg,se_avg,median_p50,mean_p90,worst_p90,mean_p99,worst_p99
128,intel2024a,OFF,4,104,collective-osu_allreduce,5.371,0.01159022576714248,5.325,5.555,5.62,6.179,6.52
128,intel2024a,ON,1,4,collective-osu_allgather,1.059,0.003785938897200185,1.02,1.059,1.1,2.589,2.69
128,intel2024a,ON,1,4,collective-osu_allreduce,0.9710000000000001,0.010159833769418782,0.935,1.04,1.08,1.9789999999999999,2.06
128,intel2024a,ON,1,104,collective-osu_allgather,14.483,0.032147230743011804,14.175,15.831,16.09,20.573,21.92
128,intel2024a,ON,1,104,collective-osu_allreduce,5.532,0.18343512325736433,5.15,6.351999999999999,7.88,8.506,10.49
128,intel2024a,ON,4,4,collective-osu_allgather,3.72,0.09114091653404999,3.585,3.779,3.79,4.447,4.56
128,intel2024a,ON,4,4,collective-osu_allreduce,2.3920000000000003,0.014047538337137,2.355,2.556,2.69,3.214,3.34
128,intel2024a,ON,4,104,collective-osu_allgather,36.321999999999996,0.023228335186912405,36.2,36.749,36.84,38.397000000000006,38.71
128,intel2024a,ON,4,104,collective-osu_allreduce,5.7,0.015347819244295118,5.61,5.859,5.93,7.743,7.96
256,gompi2024a,OFF,1,4,collective-osu_allgather,1.274,0.006359594676112976,1.23,1.336,1.38,2.504,2.71
256,gompi2024a,OFF,1,4,collective-osu_allreduce,1.136,0.0037118429085533228,1.1,1.159,1.18,2.492,2.78
256,gompi2024a,OFF,1,104,collective-osu_allgather,23.318,0.030904871963998166,22.865000000000002,24.169,24.28,31.997000000000003,34.02
256,gompi2024a,OFF,1,104,collective-osu_allreduce,7.669,0.06488365656225675,7.48,8.507000000000001,8.78,12.897,13.66
256,gompi2024a,OFF,4,4,collective-osu_allgather,3.749,0.012333333333333314,3.74,3.8339999999999996,3.88,3.957,4.02
256,gompi2024a,OFF,4,4,collective-osu_allreduce,4.12,0.23784682278960784,3.66,3.758,3.84,3.8890000000000002,4.16
256,gompi2024a,OFF,4,104,collective-osu_allgather,34.007999999999996,0.0639061812346817,33.845,35.142,35.37,36.606,37.22
256,gompi2024a,OFF,4,104,collective-osu_allreduce,14.009,0.04527569865710394,13.6,15.175,15.37,18.593,19.14
256,gompi2024a,ON,1,4,collective-osu_allgather,1.482,0.018607047649270486,1.42,1.55,1.68,3.117,3.42
256,gompi2024a,ON,1,4,collective-osu_allreduce,1.3889999999999998,0.010268614533832897,1.33,1.404,1.44,3.089,3.19
256,gompi2024a,ON,1,104,collective-osu_allgather,23.868000000000002,0.02220110107379549,23.380000000000003,24.869999999999997,24.96,32.6,33.58
256,gompi2024a,ON,1,104,collective-osu_allreduce,8.264,0.03194439613522914,8.01,9.189,9.35,12.915000000000001,13.4
256,gompi2024a,ON,4,4,collective-osu_allgather,3.94,0.005374838498865696,3.91,4.019,4.03,4.806,4.9
256,gompi2024a,ON,4,4,collective-osu_allreduce,3.875,0.004013864859597456,3.84,3.9530000000000003,3.98,4.76,4.81
256,gompi2024a,ON,4,104,collective-osu_allgather,33.617000000000004,0.0837861033293179,33.415,34.571000000000005,34.79,36.111000000000004,36.67
256,gompi2024a,ON,4,104,collective-osu_allreduce,14.4,0.03577708763999666,13.98,15.680000000000001,15.82,19.349,19.76
256,intel2024a,OFF,1,4,collective-osu_allgather,0.906,0.003055050463303896,0.9,0.923,0.95,0.9869999999999999,1.05
256,intel2024a,OFF,1,4,collective-osu_allreduce,0.753,0.0116476034731041,0.735,0.8230000000000001,0.9,0.908,0.98
256,intel2024a,OFF,1,104,collective-osu_allgather,20.022,0.4191626573698252,19.265,21.358,24.68,26.848000000000003,31.07
256,intel2024a,OFF,1,104,collective-osu_allreduce,4.737,0.1082081327812286,4.48,5.443,6.47,7.164,8.49
256,intel2024a,OFF,4,4,collective-osu_allgather,3.931,0.00458257569495584,3.91,4.064,4.11,4.202,4.24
256,intel2024a,OFF,4,4,collective-osu_allreduce,2.627,0.002603416558635545,2.58,2.782,2.8,2.927,2.99
256,intel2024a,OFF,4,104,collective-osu_allgather,59.527,0.04688164767677115,59.165,61.173,61.46,62.718,63.01
256,intel2024a,OFF,4,104,collective-osu_allreduce,6.164,0.031735013961098436,6.08,6.279,6.32,6.962999999999999,7.3
256,intel2024a,ON,1,4,collective-osu_allgather,1.223,0.0021343747458109517,1.19,1.2269999999999999,1.24,2.572,2.84
256,intel2024a,ON,1,4,collective-osu_allreduce,1.025,0.00542627353203324,0.985,1.1010000000000002,1.15,2.1879999999999997,2.29
256,intel2024a,ON,1,104,collective-osu_allgather,19.959,0.018645821694596026,19.619999999999997,21.637999999999998,21.93,26.694,27.45
256,intel2024a,ON,1,104,collective-osu_allreduce,5.08,0.06815016100086954,4.895,5.5600000000000005,6.55,7.5409999999999995,8.26
256,intel2024a,ON,4,4,collective-osu_allgather,4.276,0.009333333333333318,4.21,4.468999999999999,4.5,5.029999999999999,5.14
256,intel2024a,ON,4,4,collective-osu_allreduce,2.952,0.008666666666666682,2.9,3.089,3.22,4.012,4.15
256,intel2024a,ON,4,104,collective-osu_allgather,59.717999999999996,0.04242116871982169,59.41,61.325,61.48,62.979,63.44
256,intel2024a,ON,4,104,collective-osu_allreduce,6.476000000000001,0.007333333333333359,6.4,6.638,6.68,8.389,8.52
512,gompi2024a,OFF,1,4,collective-osu_allgather,1.433,0.0030000000000000027,1.35,1.446,1.46,2.803,3.08
512,gompi2024a,OFF,1,4,collective-osu_allreduce,1.4140000000000001,0.009092121131323882,1.37,1.457,1.49,3.036,3.16
512,gompi2024a,OFF,1,104,collective-osu_allgather,55.958000000000006,0.18093461065626273,55.265,58.67,60.02,63.678999999999995,64.58
512,gompi2024a,OFF,1,104,collective-osu_allreduce,8.908,0.12305193122327573,8.73,9.782,10.43,13.837,14.99
512,gompi2024a,OFF,4,4,collective-osu_allgather,3.966,0.011469767022723521,3.95,4.048,4.12,4.184,4.36
512,gompi2024a,OFF,4,4,collective-osu_allreduce,3.8810000000000002,0.015235193176035267,3.8600000000000003,3.961,4.05,4.09,4.14
512,gompi2024a,OFF,4,104,collective-osu_allgather,55.161,0.12275947576007705,54.95,56.967,57.58,58.962,59.77
512,gompi2024a,OFF,4,104,collective-osu_allreduce,15.259,0.04342170476207073,14.8,17.009999999999998,17.23,20.409,20.74
512,gompi2024a,ON,1,4,collective-osu_allgather,1.656,0.013349989596333836,1.56,1.8359999999999999,2.0,3.4509999999999996,3.79
512,gompi2024a,ON,1,4,collective-osu_allreduce,1.642,0.015260697523012784,1.58,1.72,1.81,3.41,3.58
512,gompi2024a,ON,1,104,collective-osu_allgather,57.55,0.12545915670049754,57.03,60.234,60.97,65.385,66.69
512,gompi2024a,ON,1,104,collective-osu_allreduce,9.644,0.08357564770247906,9.379999999999999,10.6,11.07,14.132,15.99
512,gompi2024a,ON,4,4,collective-osu_allgather,4.148000000000001,0.0024944382578493676,4.11,4.226,4.24,5.042,5.09
512,gompi2024a,ON,4,4,collective-osu_allreduce,4.079,0.005044248650140491,4.05,4.178,4.21,4.931,5.02
512,gompi2024a,ON,4,104,collective-osu_allgather,54.58200000000001,0.07656224773201109,54.445,56.423,56.81,58.524,59.23
512,gompi2024a,ON,4,104,collective-osu_allreduce,15.63,0.03994440581052066,15.14,17.319,17.58,21.09,21.77
512,intel2024a,OFF,1,4,collective-osu_allgather,1.092,0.0044221663871405375,1.09,1.11,1.14,1.1389999999999998,1.17
512,intel2024a,OFF,1,4,collective-osu_allreduce,0.9640000000000001,0.011944315244779279,0.955,1.016,1.09,1.0630000000000002,1.12
512,intel2024a,OFF,1,104,collective-osu_allgather,25.306,0.07444908774905606,24.895,25.927,26.62,31.421000000000003,32.34
512,intel2024a,OFF,1,104,collective-osu_allreduce,4.634,0.05205125678918175,4.550000000000001,5.32,5.96,7.365,8.38
512,intel2024a,OFF,4,4,collective-osu_allgather,4.179,0.014177446878757808,4.135,4.295,4.31,4.46,4.54
512,intel2024a,OFF,4,4,collective-osu_allreduce,2.759,0.004333333333333301,2.7350000000000003,2.881,2.93,3.02,3.12
512,intel2024a,OFF,4,104,collective-osu_allgather,157.88,0.11408573773945282,157.04500000000002,160.371,160.86,162.704,163.7
512,intel2024a,OFF,4,104,collective-osu_allreduce,6.307,0.02081932862616958,6.26,6.486,6.55,6.914,7.12
512,intel2024a,ON,1,4,collective-osu_allgather,1.42,0.003333333333333336,1.3849999999999998,1.4149999999999998,1.43,2.929,3.07
512,intel2024a,ON,1,4,collective-osu_allreduce,1.1809999999999998,0.021830152440043927,1.13,1.23,1.31,2.289,2.57
512,intel2024a,ON,1,104,collective-osu_allgather,25.833999999999996,0.07713192162349734,25.585,26.719,26.93,31.721000000000004,32.45
512,intel2024a,ON,1,104,collective-osu_allreduce,4.983,0.04770394812451758,4.859999999999999,5.6530000000000005,6.25,8.364,9.42
512,intel2024a,ON,4,4,collective-osu_allgather,4.518,0.004163331998932282,4.47,4.692,4.77,5.242,5.36
512,intel2024a,ON,4,4,collective-osu_allreduce,3.0940000000000003,0.009451631252505234,3.0549999999999997,3.198,3.28,4.031000000000001,4.18
512,intel2024a,ON,4,104,collective-osu_allgather,158.351,0.07683242949576796,157.8,160.904,161.24,163.535,164.55
512,intel2024a,ON,4,104,collective-osu_allreduce,6.667,0.017130220210039487,6.605,6.839,6.94,8.622,8.71
1024,gompi2024a,OFF,1,4,collective-osu_allgather,1.693,0.0033499585403736327,1.54,2.347,2.44,3.561,3.66
1024,gompi2024a,OFF,1,4,collective-osu_allreduce,1.532,0.003887301263230203,1.44,1.564,1.64,3.525,3.74
1024,gompi2024a,OFF,1,104,collective-osu_allgather,74.729,0.2072757154666748,74.185,78.382,79.45,83.397,85.71
1024,gompi2024a,OFF,1,104,collective-osu_allreduce,10.599,0.053342707509503595,10.355,11.828,12.07,15.6,16.67
1024,gompi2024a,OFF,4,4,collective-osu_allgather,4.446,0.007023769168568522,4.43,4.5280000000000005,4.57,4.651,4.68
1024,gompi2024a,OFF,4,4,collective-osu_allreduce,4.193,0.015779733838059477,4.16,4.271,4.4,4.445,4.6
1024,gompi2024a,OFF,4,104,collective-osu_allgather,91.299,0.4010997382198093,90.525,94.625,96.38,97.89099999999999,99.97
1024,gompi2024a,OFF,4,104,collective-osu_allreduce,16.666999999999998,0.04093490767873632,16.064999999999998,19.072,19.32,22.576,22.88
1024,gompi2024a,ON,1,4,collective-osu_allgather,1.95,0.006324555320336764,1.76,2.707,2.82,4.012,4.26
1024,gompi2024a,ON,1,4,collective-osu_allreduce,1.8,0.007149203529842412,1.68,1.985,2.04,3.9170000000000003,4.12
1024,gompi2024a,ON,1,104,collective-osu_allgather,77.274,0.2285033430341394,75.78,80.126,81.32,86.029,88.66
1024,gompi2024a,ON,1,104,collective-osu_allreduce,11.234,0.04899433073779507,10.925,12.515,12.78,16.309,18.15
1024,gompi2024a,ON,4,4,collective-osu_allgather,4.67,0.014529663145135534,4.62,4.731,4.74,5.468999999999999,5.55
1024,gompi2024a,ON,4,4,collective-osu_allreduce,4.401999999999999,0.01339983416149449,4.36,4.483,4.6,5.213,5.28
1024,gompi2024a,ON,4,104,collective-osu_allgather,90.747,0.20332814201023186,90.535,94.189,95.46,97.601,98.65
1024,gompi2024a,ON,4,104,collective-osu_allreduce,17.101,0.03142716447067186,16.46,19.41,19.65,23.291,23.63
1024,intel2024a,OFF,1,4,collective-osu_allgather,1.308,0.0053333333333333375,1.3,1.325,1.36,1.352,1.39
1024,intel2024a,OFF,1,4,collective-osu_allreduce,1.209,0.016428295373802155,1.18,1.268,1.37,1.609,1.86
1024,intel2024a,OFF,1,104,collective-osu_allgather,70.024,0.051233669484909185,69.705,78.546,79.24,88.886,90.08
1024,intel2024a,OFF,1,104,collective-osu_allreduce,15.998,0.07010785341965,5.35,71.12100000000001,73.21,123.625,128.6
1024,intel2024a,OFF,4,4,collective-osu_allgather,4.983,0.005587684871413411,4.97,5.156000000000001,5.22,5.4030000000000005,5.5
1024,intel2024a,OFF,4,4,collective-osu_allreduce,2.974,0.0026666666666666653,2.9450000000000003,3.097,3.13,3.314,3.44
1024,intel2024a,OFF,4,104,collective-osu_allgather,302.599,0.22219835982992836,301.445,305.544,306.41,309.143,310.16
1024,intel2024a,OFF,4,104,collective-osu_allreduce,7.683,0.013988090172238213,7.05,9.768,10.15,15.709,15.97
1024,intel2024a,ON,1,4,collective-osu_allgather,1.6300000000000001,0.005577733510227139,1.59,1.623,1.64,2.884,3.03
1024,intel2024a,ON,1,4,collective-osu_allreduce,1.4369999999999998,0.01757839583124695,1.38,1.508,1.57,2.709,2.83
1024,intel2024a,ON,1,104,collective-osu_allgather,71.279,0.1020397526021663,70.22,79.557,80.38,90.194,92.23
1024,intel2024a,ON,1,104,collective-osu_allreduce,16.476,0.0648279774994305,5.88,70.909,73.58,126.626,129.53
1024,intel2024a,ON,4,4,collective-osu_allgather,5.321,0.0034801021696368663,5.28,5.475,5.52,6.453,6.62
1024,intel2024a,ON,4,4,collective-osu_allreduce,3.3009999999999997,0.009363047936792107,3.255,3.404,3.54,4.337999999999999,4.63
1024,intel2024a,ON,4,104,collective-osu_allgather,303.469,0.1891880310989877,302.735,306.788,307.49,310.517,311.38
1024,intel2024a,ON,4,104,collective-osu_allreduce,7.954000000000001,0.00979795897113274,7.3149999999999995,10.009,10.18,15.196000000000002,15.9
2048,gompi2024a,OFF,1,4,collective-osu_allgather,2.234,0.003399346342395172,1.96,3.478,3.61,4.657,4.92
2048,gompi2024a,OFF,1,4,collective-osu_allreduce,2.013,0.002603416558635555,1.855,2.321,2.35,4.221,4.36
2048,gompi2024a,OFF,1,104,collective-osu_allgather,108.982,0.439635707780379,108.36500000000001,113.782,115.71,119.91100000000002,122.34
2048,gompi2024a,OFF,1,104,collective-osu_allreduce,13.995,0.022373098926066422,13.684999999999999,15.497,15.65,19.238999999999997,20.39
2048,gompi2024a,OFF,4,4,collective-osu_allgather,5.824,0.008717797887081333,5.795,5.906000000000001,5.94,6.072,6.13
2048,gompi2024a,OFF,4,4,collective-osu_allreduce,5.29,0.008819171036881948,5.265,5.385,5.43,5.554,5.65
2048,gompi2024a,OFF,4,104,collective-osu_allgather,165.999,0.3669800176213055,164.72,169.769,171.84,174.18900000000002,176.88
2048,gompi2024a,OFF,4,104,collective-osu_allreduce,22.369,0.05720236980327921,21.439999999999998,25.874000000000002,26.02,29.627999999999997,29.97
2048,gompi2024a,ON,1,4,collective-osu_allgather,2.52,0.005374838498865713,2.205,3.7960000000000003,3.9,5.029,5.25
2048,gompi2024a,ON,1,4,collective-osu_allreduce,2.332,0.0024944382578492887,2.14,2.772,2.83,4.575,4.72
2048,gompi2024a,ON,1,104,collective-osu_allgather,109.451,0.5611465445357791,108.935,114.628,117.09,121.604,124.32
2048,gompi2024a,ON,1,104,collective-osu_allreduce,14.575,0.02530919903030432,14.184999999999999,16.155,16.34,20.383,21.27
2048,gompi2024a,ON,4,4,collective-osu_allgather,6.053,0.014379769740081946,6.0,6.138,6.15,6.840000000000001,6.89
2048,gompi2024a,ON,4,4,collective-osu_allreduce,5.5009999999999994,0.0017950549357114627,5.47,5.590999999999999,5.6,6.279999999999999,6.34
2048,gompi2024a,ON,4,104,collective-osu_allgather,166.741,0.46186686393375304,165.72,171.393,173.97,175.803,179.83
2048,gompi2024a,ON,4,104,collective-osu_allreduce,22.753,0.04284468072779489,21.85,26.163,26.32,30.023000000000003,30.3
2048,intel2024a,OFF,1,4,collective-osu_allgather,1.6780000000000002,0.00489897948556636,1.67,1.6989999999999998,1.73,1.73,1.76
2048,intel2024a,OFF,1,4,collective-osu_allreduce,1.6849999999999998,0.006368324391514272,1.4649999999999999,1.524,1.59,5.08,5.47
2048,intel2024a,OFF,1,104,collective-osu_allgather,124.779,0.2522364411067957,125.875,138.817,141.22,148.834,151.68
2048,intel2024a,OFF,1,104,collective-osu_allreduce,7.446000000000001,0.0853775926887924,7.3149999999999995,8.009,8.72,10.772,11.93
2048,intel2024a,OFF,4,4,collective-osu_allgather,6.449,0.00348010216963683,6.36,6.6739999999999995,6.71,7.002,7.6
2048,intel2024a,OFF,4,4,collective-osu_allreduce,3.7969999999999997,0.005385164807134513,3.815,4.056,4.1,4.393,4.53
2048,intel2024a,OFF,4,104,collective-osu_allgather,122.974,0.20855161897664004,122.28999999999999,128.824,129.74,134.75,135.23
2048,intel2024a,OFF,4,104,collective-osu_allreduce,8.578,0.014126413400278008,8.524999999999999,8.73,8.8,10.110000000000001,10.63
2048,intel2024a,ON,1,4,collective-osu_allgather,1.9949999999999999,0.005426273532033219,1.96,1.996,2.02,3.024,3.1
2048,intel2024a,ON,1,4,collective-osu_allreduce,2.073,0.004484541349024585,1.81,2.104,2.18,7.872,8.5
2048,intel2024a,ON,1,104,collective-osu_allgather,124.922,0.27883408049312103,126.345,138.757,141.84,148.185,152.71
2048,intel2024a,ON,1,104,collective-osu_allreduce,7.938,0.07662027581956794,7.865,8.555,9.15,11.533,12.07
2048,intel2024a,ON,4,4,collective-osu_allgather,6.770999999999999,0.005259911279353176,6.77,6.965999999999999,6.98,7.825,8.11
2048,intel2024a,ON,4,4,collective-osu_allreduce,4.122999999999999,0.01011599393699577,4.12,4.361,4.47,5.340999999999999,5.65
2048,intel2024a,ON,4,104,collective-osu_allgather,123.36500000000001,0.1726090637506876,122.725,129.424,130.26,135.436,136.44
2048,intel2024a,ON,4,104,collective-osu_allreduce,8.894,0.021092389359408558,8.78,8.992,9.04,10.927,11.23
4096,gompi2024a,OFF,1,4,collective-osu_allgather,2.83,0.0021081851067789215,2.72,3.274,3.29,4.299,4.43
4096,gompi2024a,OFF,1,4,collective-osu_allreduce,2.743,0.003666666666666641,2.48,3.408,3.46,5.4350000000000005,5.55
4096,gompi2024a,OFF,1,104,collective-osu_allgather,213.814,1.877202528586976,209.865,226.498,240.87,240.26500000000001,254.81
4096,gompi2024a,OFF,1,104,collective-osu_allreduce,18.79,0.050990195135927924,18.39,21.089000000000002,21.35,25.418,26.15
4096,gompi2024a,OFF,4,4,collective-osu_allgather,7.678,0.011035296904831229,7.64,7.769,7.8,8.004999999999999,8.13
4096,gompi2024a,OFF,4,4,collective-osu_allreduce,6.8420000000000005,0.009165151389911738,6.82,6.9510000000000005,7.0,7.127,7.2
4096,gompi2024a,OFF,4,104,collective-osu_allgather,313.945,0.6248435359707591,313.48,324.022,330.22,332.214,343.22
4096,gompi2024a,OFF,4,104,collective-osu_allreduce,33.278999999999996,0.05726061279603804,31.81,39.474000000000004,39.98,43.113,43.49
4096,gompi2024a,ON,1,4,collective-osu_allgather,3.156,0.005617433182117582,2.99,3.661,3.7,5.048,5.28
4096,gompi2024a,ON,1,4,collective-osu_allreduce,3.109,0.009597453365925329,2.795,4.0200000000000005,4.13,5.964,6.11
4096,gompi2024a,ON,1,104,collective-osu_allgather,214.446,1.5366595806054963,211.955,227.31799999999998,241.5,241.217,254.81
4096,gompi2024a,ON,1,104,collective-osu_allreduce,20.086000000000002,0.08645101374638592,19.195,22.107999999999997,22.18,27.398000000000003,29.15
4096,gompi2024a,ON,4,4,collective-osu_allgather,7.921000000000001,0.006904105059069347,7.88,8.02,8.05,8.788,8.88
4096,gompi2024a,ON,4,4,collective-osu_allreduce,7.12,0.008432740427115708,7.07,7.218000000000001,7.25,7.997,8.04
4096,gompi2024a,ON,4,104,collective-osu_allgather,322.743,1.1763852826915744,321.32,336.646,346.96,346.8,357.32
4096,gompi2024a,ON,4,104,collective-osu_allreduce,33.846,0.03652092246613939,32.33,40.019,40.28,43.494,43.71
4096,intel2024a,OFF,1,4,collective-osu_allgather,2.4699999999999998,0.005374838498865677,2.46,2.498,2.53,2.537,2.58
4096,intel2024a,OFF,1,4,collective-osu_allreduce,1.972,0.00711805216802086,1.96,1.9949999999999999,2.06,2.027,2.09
4096,intel2024a,OFF,1,104,collective-osu_allgather,234.061,0.4677901951373785,236.23000000000002,259.408,262.66,275.769,282.0
4096,intel2024a,OFF,1,104,collective-osu_allreduce,11.001999999999999,0.06056768481991402,10.885000000000002,11.596,11.98,14.35,15.09
4096,intel2024a,OFF,4,4,collective-osu_allgather,7.746,0.004988876515698482,7.63,8.014,8.03,8.477,8.77
4096,intel2024a,OFF,4,4,collective-osu_allreduce,5.17,0.00906764700582362,5.16,5.4030000000000005,5.48,5.736,5.91
4096,intel2024a,OFF,4,104,collective-osu_allgather,237.002,0.480686546052161,234.63,246.733,249.0,252.379,254.65
4096,intel2024a,OFF,4,104,collective-osu_allreduce,11.894,0.011075498483890854,11.585,12.663,12.72,13.321000000000002,13.89
4096,intel2024a,ON,1,4,collective-osu_allgather,2.8280000000000003,0.0038873012632302086,2.785,2.839,2.86,4.233,4.5
4096,intel2024a,ON,1,4,collective-osu_allreduce,2.353,0.0036666666666666597,2.31,2.3440000000000003,2.37,3.755,4.01
4096,intel2024a,ON,1,104,collective-osu_allgather,233.82800000000003,0.5052299806358802,235.70499999999998,259.036,266.1,276.239,284.25
4096,intel2024a,ON,1,104,collective-osu_allreduce,11.669,0.10706643835592095,11.46,12.137,12.59,15.764,16.73
4096,intel2024a,ON,4,4,collective-osu_allgather,8.1,0.008563488385776731,8.07,8.322,8.34,9.737,9.93
4096,intel2024a,ON,4,4,collective-osu_allreduce,5.555,0.027213150415847726,5.46,5.76,5.89,6.779000000000001,6.91
4096,intel2024a,ON,4,104,collective-osu_allgather,237.42,0.41170377700477756,234.725,247.238,248.84,252.469,254.71
4096,intel2024a,ON,4,104,collective-osu_allreduce,12.149,0.012333333333333403,11.79,12.849,12.93,14.415000000000001,14.55
8192,gompi2024a,OFF,1,4,collective-osu_allgather,4.542,0.011718930554164607,4.52,4.615,4.64,4.757,4.89
8192,gompi2024a,OFF,1,4,collective-osu_allreduce,4.071,0.004818944098266995,4.05,4.176,4.2,4.318,4.41
8192,gompi2024a,OFF,1,104,collective-osu_allgather,479.413,7.530775531850032,453.305,566.309,632.38,608.357,683.85
8192,gompi2024a,OFF,1,104,collective-osu_allreduce,26.520999999999997,0.13908790186225561,26.03,28.204,28.78,34.488,35.43
8192,gompi2024a,OFF,4,4,collective-osu_allgather,10.578,0.014666666666666727,10.555,10.674,10.73,11.037,11.2
8192,gompi2024a,OFF,4,4,collective-osu_allreduce,11.797999999999998,0.01200000000000012,11.76,11.92,11.99,12.268,12.71
8192,gompi2024a,OFF,4,104,collective-osu_allgather,633.342,2.5931502934547437,630.98,661.26,677.83,685.677,707.65
8192,gompi2024a,OFF,4,104,collective-osu_allreduce,47.53,0.04504318915095705,47.07,48.861000000000004,49.15,51.771,52.5
8192,gompi2024a,ON,1,4,collective-osu_allgather,4.781000000000001,0.008359957469323005,4.735,4.849,4.88,6.026,6.46
8192,gompi2024a,ON,1,4,collective-osu_allreduce,4.464,0.018571184369578782,4.405,4.574,4.76,6.089,6.19
8192,gompi2024a,ON,1,104,collective-osu_allgather,473.803,4.280551638905123,464.19,536.475,583.71,577.885,636.52
8192,gompi2024a,ON,1,104,collective-osu_allreduce,27.119999999999997,0.08378544026261381,26.59,29.1,29.46,35.18,36.5
8192,gompi2024a,ON,4,4,collective-osu_allgather,10.858,0.013482498944104514,10.825,10.974,11.03,11.808,11.96
8192,gompi2024a,ON,4,4,collective-osu_allreduce,12.091,0.00433333333333324,12.05,12.218,12.25,13.02,13.22
8192,gompi2024a,ON,4,104,collective-osu_allgather,643.494,1.9583100424146922,643.98,670.9399999999999,683.99,690.871,711.5
8192,gompi2024a,ON,4,104,collective-osu_allreduce,47.94199999999999,0.0643739077577242,47.485,49.392,49.55,52.44,52.93
8192,intel2024a,OFF,1,4,collective-osu_allgather,4.21,0.0057735026918962875,4.205,4.247,4.28,4.2989999999999995,4.34
8192,intel2024a,OFF,1,4,collective-osu_allreduce,3.124,0.008844332774281061,3.1100000000000003,3.154,3.21,3.21,3.27
8192,intel2024a,OFF,1,104,collective-osu_allgather,456.008,1.3039698360519427,460.83000000000004,499.37,509.59,525.793,539.4
8192,intel2024a,OFF,1,104,collective-osu_allreduce,16.73,0.2205246269946084,16.335,17.366,19.25,21.356,22.27
8192,intel2024a,OFF,4,4,collective-osu_allgather,10.417,0.010333333333333273,10.33,10.615,10.7,12.52,13.14
8192,intel2024a,OFF,4,4,collective-osu_allreduce,7.427,0.06831381835161743,7.27,7.7829999999999995,8.21,8.424,8.55
8192,intel2024a,OFF,4,104,collective-osu_allgather,571.8149999999999,0.37584349579756116,570.885,576.5409999999999,578.72,583.019,586.82
8192,intel2024a,OFF,4,104,collective-osu_allreduce,17.238,0.0220504472113884,17.18,17.603,17.72,18.449,18.89
8192,intel2024a,ON,1,4,collective-osu_allgather,4.529999999999999,0.004714045207910321,4.5,4.553,4.57,5.523,5.67
8192,intel2024a,ON,1,4,collective-osu_allreduce,3.504,0.0033993463423951636,3.455,3.5189999999999997,3.53,5.174,5.34
8192,intel2024a,ON,1,104,collective-osu_allgather,458.145,1.0561620772084808,463.355,501.537,510.68,529.804,542.48
8192,intel2024a,ON,1,104,collective-osu_allreduce,17.234,0.20428302806536705,16.905,17.994,19.41,22.058,23.07
8192,intel2024a,ON,4,4,collective-osu_allgather,10.762,0.009752492558885181,10.665,10.972,11.06,12.770999999999999,13.12
8192,intel2024a,ON,4,4,collective-osu_allreduce,7.699,0.05275625292059911,7.52,8.106,8.5,9.254999999999999,9.4
8192,intel2024a,ON,4,104,collective-osu_allgather,569.673,0.24758859244947018,569.005,575.116,576.92,582.373,585.22
8192,intel2024a,ON,4,104,collective-osu_allreduce,17.493000000000002,0.027245794782559264,17.395,17.883000000000003,18.01,19.429,19.93
16384,gompi2024a,OFF,1,4,collective-osu_allgather,7.196,0.01726911179598482,6.945,7.895999999999999,8.19,9.735,10.78
16384,gompi2024a,OFF,1,4,collective-osu_allreduce,6.662000000000001,0.021746008573733485,6.220000000000001,7.752,8.11,10.553999999999998,11.11
16384,gompi2024a,OFF,1,104,collective-osu_allgather,1222.5729999999999,4.399526502300503,1210.775,1321.5629999999999,1366.87,1439.324,1572.66
16384,gompi2024a,OFF,1,104,collective-osu_allreduce,48.727999999999994,0.4171458577843804,48.17,51.616,53.84,59.265,64.86
16384,gompi2024a,OFF,4,4,collective-osu_allgather,15.382,0.0159721980676145,15.355,15.559999999999999,15.62,15.84,16.05
16384,gompi2024a,OFF,4,4,collective-osu_allreduce,15.699000000000002,0.016629959577688567,15.66,15.855,15.98,16.298000000000002,17.1
16384,gompi2024a,OFF,4,104,collective-osu_allgather,900.167,5.792447582844406,895.4000000000001,918.816,955.56,937.158,979.87
16384,gompi2024a,OFF,4,104,collective-osu_allreduce,68.937,0.0900993279047567,68.28,72.701,73.36,74.605,75.79
16384,gompi2024a,ON,1,4,collective-osu_allgather,7.404000000000001,0.025438378704451876,7.215,8.099,8.37,9.315999999999999,9.74
16384,gompi2024a,ON,1,4,collective-osu_allreduce,7.0280000000000005,0.013808210118138634,6.59,8.0,8.28,10.253,11.51
16384,gompi2024a,ON,1,104,collective-osu_allgather,1228.912,5.280613979453524,1216.5349999999999,1293.054,1361.56,1362.474,1412.45
16384,gompi2024a,ON,1,104,collective-osu_allreduce,50.056,0.2763098100160597,49.504999999999995,52.952999999999996,54.24,58.585,61.54
16384,gompi2024a,ON,4,4,collective-osu_allgather,15.647,0.016058919293927918,15.605,15.852,15.96,16.66,17.33
16384,gompi2024a,ON,4,4,collective-osu_allreduce,16.024,0.009683892697555785,16.015,16.2,16.28,16.637999999999998,16.82
16384,gompi2024a,ON,4,104,collective-osu_allgather,915.308,8.029210671043572,907.0,937.153,1005.66,959.499,1042.84
16384,gompi2024a,ON,4,104,collective-osu_allreduce,69.197,0.055957325009530295,68.625,72.842,73.25,74.952,76.27
16384,intel2024a,OFF,1,4,collective-osu_allgather,6.633,0.006839428176227724,6.65,6.699,6.74,6.736,6.78
